host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_type,minimum_nights_range,number_of_reviews_range,reviews_per_month_range,calculated_host_listings_range,availability_365_range,last_review_year,last_review_month
5606448,Pete,Brooklyn,Greenpoint,40.72031,-73.9483,Entire home/apt,249,30,71,0.94,1,273,High,10+,51 to 75,Less than 3,Less than 2,200 to 300,2019.0,5.0
693889,Heather,Brooklyn,Williamsburg,40.70798,-73.94263,Entire home/apt,120,5,7,0.1,1,0,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,10.0
5619749,Jen,Brooklyn,Bedford-Stuyvesant,40.69017,-73.95493,Private room,50,28,1,0.03,2,343,Low,10+,0 to 25,Less than 3,Less than 2,300+,2017.0,3.0
5622682,Sabrina,Brooklyn,Crown Heights,40.66974,-73.958,Entire home/apt,85,3,10,0.85,1,149,Low,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,4.0
315606,Cynthia,Brooklyn,Crown Heights,40.67515,-73.95435,Private room,78,3,10,0.14,2,95,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,8.0
3483960,Keith,Manhattan,Lower East Side,40.72198,-73.98932,Private room,110,3,49,0.69,1,0,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2018.0,5.0
4932354,Mitty,Brooklyn,Prospect Heights,40.6787,-73.97065,Private room,50,3,138,1.82,4,315,Low,Less than 3,100+,Less than 3,2 to 5,300+,2019.0,6.0
5634395,Sarah,Manhattan,Harlem,40.82153,-73.95512,Private room,52,3,163,2.17,2,0,Low,Less than 3,100+,Less than 3,Less than 2,Less than 100,2019.0,5.0
2120889,Megan,Brooklyn,Williamsburg,40.71238,-73.9379,Private room,63,2,0,0.0,1,66,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
261530,Melissa,Manhattan,Upper East Side,40.77421,-73.9528,Entire home/apt,105,45,20,0.26,1,109,Medium,10+,0 to 25,Less than 3,Less than 2,100 to 200,2017.0,3.0
5641042,Livia,Queens,Glendale,40.70538,-73.89448,Private room,75,2,132,1.74,1,333,Low,Less than 3,100+,Less than 3,Less than 2,300+,2019.0,6.0
5647813,Atlanta,Queens,Long Island City,40.74417,-73.94823,Private room,69,7,12,0.18,1,365,Low,7 to 9,0 to 25,Less than 3,Less than 2,300+,2019.0,5.0
62316,Sam,Manhattan,East Village,40.72538,-73.98351,Entire home/apt,165,60,11,0.15,1,311,Medium,10+,0 to 25,Less than 3,Less than 2,300+,2015.0,10.0
825252,Meredith,Brooklyn,Park Slope,40.67651,-73.98007,Entire home/apt,125,2,45,0.66,1,0,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2017.0,6.0
5652395,Julio,Bronx,Concourse,40.81906,-73.92806,Private room,85,2,11,0.18,2,363,Low,Less than 3,0 to 25,Less than 3,Less than 2,300+,2018.0,2.0
5655889,East Village Loft,Manhattan,East Village,40.72351,-73.98283,Entire home/apt,499,5,47,0.63,1,341,High,4 to 6,26 to 50,Less than 3,Less than 2,300+,2019.0,8.0
5658953,Claudia,Manhattan,East Village,40.72944,-73.98645,Private room,60,5,66,0.87,1,232,Low,4 to 6,51 to 75,Less than 3,Less than 2,200 to 300,2019.0,6.0
5664550,Kelly,Manhattan,East Village,40.72346,-73.97907,Private room,95,5,35,0.46,1,320,Low,4 to 6,26 to 50,Less than 3,Less than 2,300+,2019.0,10.0
5293735,Hayley,Brooklyn,Bedford-Stuyvesant,40.69872,-73.94635,Entire home/apt,105,5,12,1.01,1,0,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
1949282,Kyla,Brooklyn,Bushwick,40.69449,-73.91156,Private room,55,2,65,0.86,5,235,Low,Less than 3,51 to 75,Less than 3,2 to 5,200 to 300,2019.0,5.0
216191,M,Brooklyn,Williamsburg,40.71132,-73.94493,Entire home/apt,289,2,39,0.58,4,88,High,Less than 3,26 to 50,Less than 3,2 to 5,Less than 100,2019.0,5.0
1113080,Audrey,Brooklyn,Sunset Park,40.64871,-74.00774,Private room,70,2,45,0.6,3,0,Low,Less than 3,26 to 50,Less than 3,2 to 5,Less than 100,2018.0,1.0
5679237,Renee,Manhattan,Chelsea,40.74583,-74.00363,Entire home/apt,275,7,0,0.0,1,188,High,7 to 9,0 to 25,No Review,Less than 2,100 to 200,No Review,No Review
5681729,Sandrine,Manhattan,Harlem,40.80938,-73.94196,Entire home/apt,130,7,5,0.16,1,231,Medium,7 to 9,0 to 25,Less than 3,Less than 2,200 to 300,2017.0,3.0
5682003,Rachael,Brooklyn,Prospect-Lefferts Gardens,40.65743,-73.96155,Entire home/apt,125,2,38,0.61,1,3,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,10.0
5696628,Christine,Brooklyn,Bedford-Stuyvesant,40.68854,-73.95742,Entire home/apt,150,2,17,0.23,2,23,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,1.0
3233986,Daniel,Queens,Astoria,40.75537,-73.91648,Private room,46,4,70,0.93,2,173,Low,4 to 6,51 to 75,Less than 3,Less than 2,100 to 200,2019.0,5.0
237477,Alexander,Brooklyn,Williamsburg,40.718,-73.96603,Private room,90,5,8,0.11,1,0,Low,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,5.0
4911550,Marc,Brooklyn,Williamsburg,40.72091,-73.96124,Entire home/apt,90,3,166,2.21,1,104,Low,Less than 3,100+,Less than 3,Less than 2,100 to 200,2018.0,7.0
5447617,Jeffrey,Brooklyn,Bedford-Stuyvesant,40.6824,-73.93597,Entire home/apt,130,30,52,0.72,3,171,Medium,10+,51 to 75,Less than 3,2 to 5,100 to 200,2018.0,3.0
3740730,S,Manhattan,Chelsea,40.74398,-73.99624,Entire home/apt,499,6,127,1.68,2,303,High,4 to 6,100+,Less than 3,Less than 2,300+,2019.0,6.0
964482,Colin,Manhattan,Harlem,40.82943,-73.94728,Private room,45,2,18,3.05,2,197,Low,Less than 3,0 to 25,4 to 6,Less than 2,100 to 200,2019.0,6.0
2335804,Lindsay,Manhattan,Chelsea,40.74112,-74.00177,Entire home/apt,160,5,70,1.16,1,0,Medium,4 to 6,51 to 75,Less than 3,Less than 2,Less than 100,2018.0,10.0
5749899,Obora & Michael,Manhattan,Harlem,40.8035,-73.94764,Entire home/apt,195,4,128,1.76,1,278,Medium,4 to 6,100+,Less than 3,Less than 2,200 to 300,2019.0,6.0
5751206,Nigel,Brooklyn,Flatbush,40.64745,-73.95606,Private room,96,3,58,0.77,1,364,Low,Less than 3,51 to 75,Less than 3,Less than 2,300+,2019.0,5.0
839679,Brady,Brooklyn,Williamsburg,40.71797,-73.95508,Entire home/apt,195,3,173,2.34,3,273,Medium,Less than 3,100+,Less than 3,2 to 5,200 to 300,2019.0,6.0
5760970,Chris,Queens,Ditmars Steinway,40.77117,-73.90427,Private room,200,1,16,0.68,2,364,Medium,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,6.0
832244,Elise,Brooklyn,Bedford-Stuyvesant,40.68753,-73.95851,Entire home/apt,139,30,26,0.38,1,205,Medium,10+,26 to 50,Less than 3,Less than 2,200 to 300,2019.0,5.0
1740216,Laura,Manhattan,Harlem,40.81241,-73.94371,Entire home/apt,190,30,31,0.43,2,84,Medium,10+,26 to 50,Less than 3,Less than 2,Less than 100,2018.0,4.0
5245246,Lisa,Manhattan,Harlem,40.80384,-73.95419,Private room,95,2,27,0.57,1,320,Low,Less than 3,26 to 50,Less than 3,Less than 2,300+,2019.0,5.0
4128399,Jose,Manhattan,Lower East Side,40.71886,-73.98497,Entire home/apt,350,3,7,0.1,1,364,High,Less than 3,0 to 25,Less than 3,Less than 2,300+,2017.0,10.0
92272,Kristin,Manhattan,Gramercy,40.73323,-73.98224,Private room,80,3,7,0.1,3,217,Low,Less than 3,0 to 25,Less than 3,2 to 5,200 to 300,2016.0,5.0
4165498,L.A.,Manhattan,East Harlem,40.79535,-73.93274,Entire home/apt,120,5,83,1.11,2,242,Medium,4 to 6,76 to 100,Less than 3,Less than 2,200 to 300,2019.0,10.0
5810195,Emilie,Manhattan,Inwood,40.85933,-73.92863,Private room,42,1,46,0.79,2,357,Low,Less than 3,26 to 50,Less than 3,Less than 2,300+,2019.0,7.0
5817011,Clyde,Brooklyn,Williamsburg,40.70851,-73.949,Entire home/apt,116,4,112,1.49,1,127,Medium,4 to 6,100+,Less than 3,Less than 2,100 to 200,2019.0,2.0
1600541,Marina,Manhattan,Upper East Side,40.77014,-73.96222,Entire home/apt,425,2,68,0.91,1,358,High,Less than 3,51 to 75,Less than 3,Less than 2,300+,2019.0,6.0
2413155,Noreen,Brooklyn,Boerum Hill,40.68554,-73.98924,Entire home/apt,225,4,95,1.26,1,251,High,4 to 6,76 to 100,Less than 3,Less than 2,200 to 300,2019.0,4.0
5822377,Shunan,Manhattan,East Village,40.7265,-73.99,Entire home/apt,159,5,16,0.25,2,0,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,9.0
7875272,Mary,Staten Island,Port Richmond,40.62922,-74.13354,Entire home/apt,221,30,0,0.0,3,0,High,10+,0 to 25,No Review,2 to 5,Less than 100,No Review,No Review
11837926,Anthony,Manhattan,Midtown,40.76463,-73.98112,Private room,150,7,44,0.74,3,365,Medium,7 to 9,26 to 50,Less than 3,2 to 5,300+,2019.0,5.0
5837033,Mark,Manhattan,Upper East Side,40.7744,-73.95578,Entire home/apt,199,1,116,1.54,1,300,Medium,Less than 3,100+,Less than 3,Less than 2,200 to 300,2019.0,6.0
1557383,Candace,Brooklyn,Crown Heights,40.67418,-73.94661,Private room,70,1,4,0.06,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,1.0
2873394,Aurora,Brooklyn,Bushwick,40.69935,-73.93713,Private room,60,2,10,0.13,2,18,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
5861233,Nevena,Brooklyn,Crown Heights,40.67046,-73.94835,Private room,50,3,2,0.08,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,5.0
5872605,Patrick,Manhattan,East Village,40.7239,-73.97869,Entire home/apt,395,5,0,0.0,1,0,High,4 to 6,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
2128778,Rachael,Brooklyn,Crown Heights,40.67414,-73.95667,Private room,60,2,51,0.68,2,57,Low,Less than 3,51 to 75,Less than 3,Less than 2,Less than 100,2019.0,6.0
5867023,Michael,Manhattan,Midtown,40.75783,-73.96383,Entire home/apt,145,2,146,1.94,1,148,Medium,Less than 3,100+,Less than 3,Less than 2,100 to 200,2019.0,9.0
5879729,Stephanie,Brooklyn,Williamsburg,40.71273,-73.94399,Entire home/apt,83,30,16,0.21,2,26,Low,10+,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,2.0
3968209,Swetha,Manhattan,SoHo,40.72086,-73.99999,Private room,100,3,64,0.87,2,355,Low,Less than 3,51 to 75,Less than 3,Less than 2,300+,2019.0,6.0
5895535,Tara,Brooklyn,Crown Heights,40.67151,-73.94885,Entire home/apt,200,2,3,0.08,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,5.0
5897760,Eo,Manhattan,Harlem,40.825,-73.94132,Private room,50,3,145,1.97,1,211,Low,Less than 3,100+,Less than 3,Less than 2,200 to 300,2019.0,9.0
1149419,Alex,Brooklyn,Crown Heights,40.6803,-73.96059,Entire home/apt,149,28,18,0.36,1,265,Medium,10+,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,4.0
5585945,Orren,Brooklyn,Red Hook,40.67685,-74.00581,Entire home/apt,125,3,162,2.15,1,300,Medium,Less than 3,100+,Less than 3,Less than 2,200 to 300,2019.0,6.0
2981156,Kia,Queens,Astoria,40.76359,-73.92531,Entire home/apt,160,2,13,0.26,2,56,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,10.0
3864301,Sen,Queens,Sunnyside,40.74361,-73.91662,Entire home/apt,150,30,9,0.12,2,365,Medium,10+,0 to 25,Less than 3,Less than 2,300+,2016.0,8.0
5927702,Shayne,Manhattan,Gramercy,40.73807,-73.98187,Entire home/apt,131,30,23,0.61,2,33,Medium,10+,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
5927702,Shayne,Manhattan,Gramercy,40.73775,-73.98324,Entire home/apt,250,30,17,0.39,2,327,High,10+,0 to 25,Less than 3,Less than 2,300+,2019.0,1.0
5855145,Edward,Queens,Astoria,40.75959,-73.90835,Private room,70,1,136,1.81,2,359,Low,Less than 3,100+,Less than 3,Less than 2,300+,2019.0,6.0
5938496,Michael,Manhattan,Nolita,40.71972,-73.99438,Entire home/apt,149,5,26,0.35,1,0,Medium,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,1.0
5943212,Doug,Brooklyn,Sunset Park,40.65475,-74.01211,Entire home/apt,109,2,70,0.96,1,339,Medium,Less than 3,51 to 75,Less than 3,Less than 2,300+,2019.0,6.0
5944756,Hasan,Brooklyn,Greenpoint,40.72428,-73.94472,Entire home/apt,138,14,6,0.1,1,356,Medium,10+,0 to 25,Less than 3,Less than 2,300+,2018.0,6.0
3417321,David,Manhattan,East Village,40.73099,-73.98762,Private room,150,10,36,0.48,2,0,Medium,10+,26 to 50,Less than 3,Less than 2,Less than 100,2018.0,1.0
5959653,Verna,Brooklyn,Bedford-Stuyvesant,40.68532,-73.92429,Private room,80,1,14,0.2,2,283,Low,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,8.0
5972975,Leigh,Brooklyn,Greenpoint,40.72613,-73.93915,Entire home/apt,75,2,2,0.03,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2014.0,2.0
1841580,George,Manhattan,Chelsea,40.74877,-73.9994,Entire home/apt,300,5,44,0.62,1,87,High,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,3.0
5971251,D. Anthony,Manhattan,Chelsea,40.74197,-73.99702,Private room,176,2,123,1.63,1,268,Medium,Less than 3,100+,Less than 3,Less than 2,200 to 300,2019.0,6.0
5986790,Gen,Manhattan,Washington Heights,40.83535,-73.94334,Private room,40,7,26,0.67,6,272,Low,7 to 9,26 to 50,Less than 3,5 to 10,200 to 300,2019.0,6.0
5993276,Alfred,Queens,Richmond Hill,40.7017,-73.82316,Shared room,60,7,0,0.0,1,362,Low,7 to 9,0 to 25,No Review,Less than 2,300+,No Review,No Review
2768182,Devi,Brooklyn,South Slope,40.66326,-73.98805,Private room,89,1,49,0.66,4,24,Low,Less than 3,26 to 50,Less than 3,2 to 5,Less than 100,2019.0,6.0
4714927,Elisa,Manhattan,East Harlem,40.78859,-73.94715,Private room,75,2,152,2.03,4,12,Low,Less than 3,100+,Less than 3,2 to 5,Less than 100,2019.0,5.0
6010467,Mary Anne,Manhattan,Harlem,40.81102,-73.94562,Entire home/apt,85,30,23,0.47,1,0,Low,10+,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,7.0
6016424,Susan,Brooklyn,Greenpoint,40.73026,-73.95596,Private room,72,4,54,0.72,1,71,Low,4 to 6,51 to 75,Less than 3,Less than 2,Less than 100,2019.0,2.0
6024006,Johnny,Staten Island,St. George,40.64699,-74.08151,Entire home/apt,190,2,0,0.0,1,365,Medium,Less than 3,0 to 25,No Review,Less than 2,300+,No Review,No Review
1709216,Steve And Heather,Brooklyn,East Flatbush,40.63612,-73.946,Entire home/apt,325,2,19,0.31,4,328,High,Less than 3,0 to 25,Less than 3,2 to 5,300+,2018.0,12.0
2413714,Wilfredo,Brooklyn,Bushwick,40.69305,-73.90398,Entire home/apt,125,2,116,1.55,1,365,Medium,Less than 3,100+,Less than 3,Less than 2,300+,2019.0,4.0
5604089,Chris,Manhattan,Upper West Side,40.78264,-73.97803,Entire home/apt,200,3,3,0.06,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,10.0
1545977,Lelia,Brooklyn,Cobble Hill,40.68754,-73.99284,Entire home/apt,195,30,38,0.51,1,345,Medium,10+,26 to 50,Less than 3,Less than 2,300+,2019.0,1.0
6046616,Stephen,Manhattan,Washington Heights,40.83695,-73.94124,Entire home/apt,175,2,0,0.0,1,280,Medium,Less than 3,0 to 25,No Review,Less than 2,200 to 300,No Review,No Review
2571,Teedo,Brooklyn,Bedford-Stuyvesant,40.68674,-73.93845,Entire home/apt,182,9,27,0.37,1,23,Medium,7 to 9,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,5.0
6057624,Scooter,Manhattan,Kips Bay,40.74268,-73.97853,Entire home/apt,240,1,67,0.89,1,321,High,Less than 3,51 to 75,Less than 3,Less than 2,300+,2019.0,6.0
3531317,Ingrid,Brooklyn,Bushwick,40.68185,-73.90655,Entire home/apt,185,4,95,1.33,2,215,Medium,4 to 6,76 to 100,Less than 3,Less than 2,200 to 300,2019.0,6.0
3630531,Yuko,Manhattan,Chelsea,40.7457,-73.99775,Entire home/apt,160,4,5,0.07,1,168,Medium,4 to 6,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,1.0
2757621,James,Manhattan,Gramercy,40.73708,-73.98455,Entire home/apt,250,4,23,0.31,1,11,High,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
3158364,Devika,Queens,Sunnyside,40.736,-73.92425,Private room,35,5,59,1.76,4,250,Low,4 to 6,51 to 75,Less than 3,2 to 5,200 to 300,2019.0,5.0
1018472,Angus,Brooklyn,Sheepshead Bay,40.58408,-73.94122,Entire home/apt,85,4,72,0.97,2,360,Low,4 to 6,51 to 75,Less than 3,Less than 2,300+,2016.0,5.0
6088518,Evelyn,Brooklyn,Park Slope,40.66698,-73.98162,Entire home/apt,550,3,21,0.3,1,1,High,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,11.0
6093878,Gee,Brooklyn,Bedford-Stuyvesant,40.68068,-73.9535,Private room,80,2,44,0.62,1,159,Low,Less than 3,26 to 50,Less than 3,Less than 2,100 to 200,2019.0,6.0
1690569,Greg,Brooklyn,Williamsburg,40.71852,-73.95616,Entire home/apt,175,6,32,0.43,1,291,Medium,4 to 6,26 to 50,Less than 3,Less than 2,200 to 300,2019.0,10.0
350702,Autumn,Brooklyn,Crown Heights,40.66773,-73.96144,Private room,95,2,132,1.75,1,354,Low,Less than 3,100+,Less than 3,Less than 2,300+,2019.0,6.0
6105036,George,Manhattan,Harlem,40.80477,-73.9512,Entire home/apt,158,4,37,0.49,3,314,Medium,4 to 6,26 to 50,Less than 3,2 to 5,300+,2019.0,6.0
3211592,Loli,Manhattan,Chinatown,40.71744,-73.99718,Private room,85,3,37,0.58,1,5,Low,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,7.0
2733465,David,Manhattan,Nolita,40.72068,-73.99576,Entire home/apt,209,1,23,0.46,1,365,High,Less than 3,0 to 25,Less than 3,Less than 2,300+,2018.0,7.0
265152,Marta,Brooklyn,Fort Greene,40.68545,-73.97572,Entire home/apt,150,2,21,0.29,3,3,Medium,Less than 3,0 to 25,Less than 3,2 to 5,Less than 100,2019.0,2.0
265152,Marta,Brooklyn,Fort Greene,40.688,-73.97745,Private room,70,2,55,0.88,3,13,Low,Less than 3,51 to 75,Less than 3,2 to 5,Less than 100,2019.0,6.0
6118355,William,Queens,Ditmars Steinway,40.77103,-73.89461,Private room,73,1,6,0.13,1,363,Low,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,3.0
6121678,Kamala,Brooklyn,Park Slope,40.67771,-73.98152,Private room,85,2,1,0.02,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2015.0,12.0
2843987,Simona,Brooklyn,Williamsburg,40.71353,-73.96216,Entire home/apt,125,2,16,0.26,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,12.0
6136511,Sky,Manhattan,Nolita,40.72212,-73.99676,Private room,89,3,29,0.41,2,190,Low,Less than 3,26 to 50,Less than 3,Less than 2,100 to 200,2019.0,1.0
4864306,Joseph,Brooklyn,Greenpoint,40.72541,-73.9567,Private room,50,2,36,0.51,3,232,Low,Less than 3,26 to 50,Less than 3,2 to 5,200 to 300,2019.0,4.0
496164,Todd,Brooklyn,Williamsburg,40.70974,-73.93962,Private room,75,5,73,0.99,2,307,Low,4 to 6,51 to 75,Less than 3,Less than 2,300+,2019.0,7.0
5942292,@ Art House Monique,Brooklyn,Bedford-Stuyvesant,40.68316,-73.93906,Private room,60,1,65,0.87,4,26,Low,Less than 3,51 to 75,Less than 3,2 to 5,Less than 100,2019.0,5.0
5986790,Gen,Manhattan,Washington Heights,40.83479,-73.94345,Private room,45,5,20,0.54,6,244,Low,4 to 6,0 to 25,Less than 3,5 to 10,200 to 300,2019.0,6.0
6164428,Bjarke And Holly,Brooklyn,Williamsburg,40.72065,-73.959,Entire home/apt,130,14,1,0.02,1,296,Medium,10+,0 to 25,Less than 3,Less than 2,200 to 300,2015.0,9.0
6165258,Gita,Manhattan,Harlem,40.80815,-73.94325,Private room,70,28,16,0.22,3,365,Low,10+,0 to 25,Less than 3,2 to 5,300+,2018.0,1.0
6163192,Izz,Manhattan,Lower East Side,40.71928,-73.98993,Entire home/apt,140,3,126,1.68,1,228,Medium,Less than 3,100+,Less than 3,Less than 2,200 to 300,2019.0,6.0
5268463,Christy,Brooklyn,Sunset Park,40.66065,-73.98817,Entire home/apt,120,3,13,0.18,1,201,Medium,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2018.0,12.0
6180052,Andrian,Brooklyn,Fort Greene,40.68769,-73.9749,Private room,99,5,4,0.17,1,250,Low,4 to 6,0 to 25,Less than 3,Less than 2,200 to 300,2017.0,9.0
128663,Tina,Brooklyn,Kensington,40.64024,-73.96976,Entire home/apt,300,5,1,0.02,1,15,High,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2015.0,1.0
6158233,Craig,Manhattan,Harlem,40.82865,-73.94621,Private room,47,3,61,0.81,1,285,Low,Less than 3,51 to 75,Less than 3,Less than 2,200 to 300,2019.0,6.0
302772,Cheryl,Manhattan,Lower East Side,40.71446,-73.98833,Private room,115,3,29,0.48,2,339,Medium,Less than 3,26 to 50,Less than 3,Less than 2,300+,2019.0,6.0
131014,Serge,Brooklyn,Bedford-Stuyvesant,40.6831,-73.94434,Entire home/apt,90,2,4,0.05,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,5.0
6196141,Brian,Manhattan,East Village,40.72271,-73.98478,Entire home/apt,199,3,42,0.63,1,330,Medium,Less than 3,26 to 50,Less than 3,Less than 2,300+,2019.0,6.0
1124797,Marianna,Manhattan,Harlem,40.82101,-73.94582,Entire home/apt,110,3,82,1.09,1,15,Medium,Less than 3,76 to 100,Less than 3,Less than 2,Less than 100,2019.0,6.0
4623093,Matt,Brooklyn,Prospect Heights,40.67673,-73.96399,Private room,90,14,79,1.09,1,336,Low,10+,76 to 100,Less than 3,Less than 2,300+,2019.0,12.0
5942292,@ Art House Monique,Brooklyn,Bedford-Stuyvesant,40.68312,-73.94082,Private room,40,1,66,0.89,4,118,Low,Less than 3,51 to 75,Less than 3,2 to 5,100 to 200,2019.0,6.0
6209044,Timothy,Manhattan,Harlem,40.80745,-73.94279,Entire home/apt,133,14,19,0.26,1,279,Medium,10+,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,2.0
712590,Erin,Brooklyn,Prospect Heights,40.68034,-73.97321,Private room,130,2,8,0.11,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,6.0
3038687,Karen,Manhattan,Upper West Side,40.78898,-73.97589,Entire home/apt,79,30,12,0.16,8,36,Low,10+,0 to 25,Less than 3,5 to 10,Less than 100,2016.0,1.0
3965911,Tim,Manhattan,Greenwich Village,40.72855,-74.00136,Entire home/apt,200,2,26,0.35,1,188,Medium,Less than 3,26 to 50,Less than 3,Less than 2,100 to 200,2017.0,5.0
6216882,Raquel,Manhattan,Chelsea,40.74119,-74.00234,Entire home/apt,175,3,19,0.25,1,194,Medium,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,6.0
6012816,Jeffrey,Brooklyn,Red Hook,40.67659,-74.01551,Entire home/apt,200,1,7,0.52,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,4.0
6233644,Sri,Manhattan,Nolita,40.72404,-73.99529,Entire home/apt,200,3,0,0.0,1,0,Medium,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
5446918,Paresh,Brooklyn,Williamsburg,40.71756,-73.94839,Entire home/apt,300,5,34,0.46,1,365,High,4 to 6,26 to 50,Less than 3,Less than 2,300+,2019.0,6.0
6169516,Audra,Manhattan,Upper West Side,40.78892,-73.97435,Private room,135,3,13,0.17,1,219,Medium,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2016.0,8.0
354887,Jenny,Brooklyn,Prospect Heights,40.67678,-73.96692,Entire home/apt,189,3,173,2.36,1,265,Medium,Less than 3,100+,Less than 3,Less than 2,200 to 300,2019.0,10.0
6242426,H. Ann,Queens,Jamaica,40.69965,-73.79286,Private room,133,1,0,0.0,1,281,Medium,Less than 3,0 to 25,No Review,Less than 2,200 to 300,No Review,No Review
6131397,Dan,Brooklyn,Sunset Park,40.66582,-73.99349,Private room,65,1,4,0.11,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,8.0
6245239,Erica,Manhattan,Upper West Side,40.77097,-73.98083,Entire home/apt,179,4,27,0.36,1,0,Medium,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2018.0,7.0
5654454,Stuart,Manhattan,Chelsea,40.74057,-73.99771,Entire home/apt,90,45,11,0.18,1,279,Low,10+,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,2.0
6256118,Katie,Brooklyn,Gowanus,40.67173,-73.98968,Private room,49,1,9,0.19,1,98,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,8.0
2637874,Elon,Brooklyn,Williamsburg,40.71666,-73.94552,Entire home/apt,140,3,60,1.19,1,197,Medium,Less than 3,51 to 75,Less than 3,Less than 2,100 to 200,2019.0,6.0
1474508,Samuel,Manhattan,Midtown,40.74658,-73.98847,Entire home/apt,115,2,70,0.95,1,120,Medium,Less than 3,51 to 75,Less than 3,Less than 2,100 to 200,2019.0,3.0
6286114,Stephen,Manhattan,West Village,40.73614,-74.00634,Private room,64,5,42,0.56,1,0,Low,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,10.0
244071,Litza,Queens,Ditmars Steinway,40.77755,-73.90599,Entire home/apt,175,7,2,0.03,1,8,Medium,7 to 9,0 to 25,Less than 3,Less than 2,Less than 100,2014.0,12.0
2559004,Sergio,Manhattan,East Harlem,40.80421,-73.94037,Private room,47,1,6,0.08,5,353,Low,Less than 3,0 to 25,Less than 3,2 to 5,300+,2019.0,1.0
6294856,Yoki,Brooklyn,Bedford-Stuyvesant,40.68018,-73.94839,Private room,60,3,140,1.87,1,189,Low,Less than 3,100+,Less than 3,Less than 2,100 to 200,2019.0,1.0
6298986,Marcelo,Manhattan,Washington Heights,40.83307,-73.93957,Private room,48,14,46,0.62,1,287,Low,10+,26 to 50,Less than 3,Less than 2,200 to 300,2019.0,5.0
6305367,Suzanne,Manhattan,East Harlem,40.79921,-73.93657,Entire home/apt,100,1,54,0.75,1,0,Low,Less than 3,51 to 75,Less than 3,Less than 2,Less than 100,2019.0,7.0
